,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,5,4,4,4,3,4,36
1,Back,472,351,162,621,377,322,370,176,385,3236
2,Reg.,466,331,153,530,370,312,360,168,377,3067
3,Gold,434,313,131,505,356,301,310,141,360,2851
4,Ladies,427,298,121,443,237,271,310,134,297,2538
5,Hdcp,6,14,18,2,4,12,8,10,16,­
