,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,4,3N,4,4,3,5,36
1,Blue,360,414,584,399,210,297,391,156,542,3353
2,White,347,399,554,386,189,279,368,144,519,3185
3,Red,305,381,416,339,147,269,317,133,494,2801
4,Hdcp,15,3,9,1,7,13,11,17,5,­
