,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3N,4,3,4,5D,4,4,36
1,Back,348,502,207,383,174,402,512,342,376,3246
2,Regular,337,482,169,338,125,383,478,325,354,2991
3,Ladies,307,314,149,268,82,303,459,235,262,2379
4,Hdcp,10,8,16,2,12,14,6,18,4,­
