,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,4,5D,3N,4,4,36
1,Back,498,383,168,306,385,510,164,399,372,3185
2,Regular,472,364,139,278,361,471,164,373,340,2962
3,Front,455,346,139,266,318,448,138,363,323,2796
4,Campion,514,400,203,319,408,532,190,413,401,3380
5,Ladies,401,303,109,223,297,448,87,323,299,2490
6,Hdcp,15,5,9,13,7,1,11,3,17,­
