,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3,4,4,5D,4,4,3N,4,36
1,Back,510,205,459,353,486,315,378,182,458,3346
2,Reg.,500,186,441,346,472,315,368,165,445,3238
3,Gold,475,153,370,335,434,294,350,147,435,2993
4,Ladies,418,148,370,220,401,282,342,147,411,2739
5,Hdcp,7,11,1,5,3,13,15,17,9,­
