,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3N,4D,5,4,3,4,36
1,BT,494,351,395,174,433,588,413,220,408,3476
2,RT,485,336,376,155,408,556,394,205,398,3313
3,LT,467,310,352,133,382,541,310,182,351,3028
4,Hdcp,15,11,5,17,1,7,9,13,3,­
