,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3N,4D,4,4,4,3,5,36
1,Back,563,345,164,355,339,355,328,186,530,3165
2,Regular,532,330,140,355,309,328,311,150,518,2973
3,Front,505,318,129,327,283,315,292,135,486,2790
4,Campion,608,374,219,372,343,371,328,204,551,3370
5,Ladies,444,248,129,327,283,230,292,135,456,2544
6,Hdcp,4,16,10,2,14,8,18,6,12,­
