,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,5,4D,4,3,4,5,36
1,バック,407,195,442,549,406,380,201,434,528,3542
2,レギュラー,382,173,407,527,374,346,153,389,500,3251
3,フロント,362,149,407,503,374,346,153,389,473,3156
4,レディース,345,133,317,459,346,323,110,325,426,2784
5,Hdcp,16,8,6,10,4,18,14,2,12,­
