,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,3N,4D,4,3,4,5,36
1,バック,370,453,538,184,396,408,204,418,557,3528
2,レギュラー,346,433,480,169,362,364,166,383,518,3221
3,フロント,324,409,455,145,327,364,125,383,518,3050
4,レディース,289,367,440,125,299,326,111,282,486,2725
5,Hdcp,17,1,11,13,15,9,3,7,5,­
