,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4D,3N,4,3,4,3,5,34
1,バック,325,300,287,190,300,220,345,120,530,2617
2,レギュラー,310,290,283,170,290,185,335,110,520,2493
3,フロント,250,230,240,95,240,145,300,80,370,1950
4,Hdcp,2,12,10,16,4,8,6,14,18,­
