,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,4,5,3,4,4,5D,36
1,Champion,391,190,455,397,527,227,408,388,545,3528
2,Back,370,174,435,379,507,194,382,365,523,3329
3,Reg.,345,155,417,357,486,180,347,336,485,3108
4,Front,322,125,377,317,436,142,319,295,443,2776
5,Ladies,282,75,273,260,383,142,260,240,357,2272
6,Hdcp,16,18,2,12,8,14,6,4,10,­
