,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,5,4,5,4,3,4D,36
1,Black,427,340,210,554,427,488,414,180,453,3493
2,Blue,394,324,173,533,408,461,392,150,423,3258
3,White,371,306,148,513,388,431,373,147,402,3079
4,Red,329,283,129,424,332,355,272,132,316,2572
5,Hdcp,9,11,15,7,5,17,3,13,1,­
