,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,5D,4,4,4,4,3,5,36
1,Back,384,222,538,405,397,359,456,177,564,3502
2,Regular,365,193,512,376,369,345,421,158,538,3277
3,Ladies,321,136,446,279,311,260,363,117,480,2713
4,Hdcp,13,15,5,11,7,9,3,17,1,­
