,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,3,4,4,5D,3N,4,36
1,Blue,533,363,339,195,337,328,517,194,425,3231
2,White,504,337,326,173,313,309,493,171,401,3027
3,Red,470,293,263,150,249,263,467,129,341,2625
4,Hdcp,4,16,14,12,8,18,2,10,6,­
