,西,1,2,3,4,5,6,7,8,9,計
0,Par,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,36
1,Back,508.0,434.0,190.0,382.0,404.0,190.0,566.0,453.0,428.0,3555
2,Front,483.0,371.0,165.0,315.0,381.0,165.0,461.0,395.0,372.0,3108
3,Ladies,450.0,294.0,151.0,264.0,335.0,142.0,422.0,313.0,331.0,2702
4,Hdcp,,,,,,,,,,­
