,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4D,4,3N,5,4,4,5,3,4,36
1,Champ.,387,359,161,484,422,393,591,198,377,3372
2,Reg.,375,344,144,462,396,372,568,173,360,3194
3,Ladies,308,285,118,389,267,255,456,138,264,2480
4,Hdcp,13,11,17,9,3,7,1,15,5,­
