,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,4,5D,4,3,4,5,36
1,CHAMPION,339,203,358,427,580,406,181,425,542,3461
2,Back,318,169,328,407,550,379,160,409,519,3239
3,Front,303,143,305,387,519,352,149,375,483,3016
4,Ba Ladies,288,143,289,319,453,325,104,287,462,2670
5,Fr Ladies,288,143,289,222,363,270,104,287,385,2351
6,Hdcp,10,16,4,8,2,14,18,6,12,­
