,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3,4,4,3N,5,36
1,黒,376,562,448,377,201,406,457,179,552,3558
2,白,341,508,359,345,155,377,419,142,528,3174
3,金,323,480,319,314,129,351,373,127,504,2920
4,桜,248,438,289,250,129,274,335,127,433,2523
5,青,357,537,389,345,173,377,419,142,528,3267
6,赤,314,480,319,314,129,316,357,127,504,2860
7,Hdcp,16,8,2,14,12,10,4,18,6,­
