,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,4,5D,3N,4,4,36
1,CHAMPION,494,374,219,401,381,536,159,399,380,3343
2,Back,473,344,202,372,349,514,149,382,352,3137
3,Front,429,323,174,351,338,495,141,365,319,2935
4,Ba Ladies,413,260,174,278,318,444,124,302,272,2585
5,Fr Ladies,350,260,125,278,270,388,124,260,272,2327
6,Hdcp,3,9,15,7,13,1,17,5,11,­
