,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,5D,4,3N,4,5,4,36
1,Champion,419,216,421,518,431,163,360,558,409,3495
2,Back,398,197,395,497,402,145,342,533,383,3292
3,Reg.,373,180,375,474,363,128,311,506,360,3070
4,Front,331,152,346,411,322,104,289,461,324,2740
5,Ladies,256,90,296,364,271,80,220,353,287,2217
6,Hdcp,9,11,1,13,5,15,17,3,7,­
