,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3N,4,4,3,4,5D,4,4,36
1,Champion,525,161,408,400,210,430,535,462,388,3519
2,Back,495,148,382,376,182,405,496,411,365,3260
3,Regular,456,136,327,325,157,310,455,411,340,2917
4,Enjoy,408,94,311,227,98,216,392,310,293,2349
5,Ladies,408,119,311,305,132,290,415,345,293,2618
6,Hdcp,10,18,4,2,6,16,8,14,12,­
