,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4,3,4,3,4,5,4,36
1,Back,442,546,438,202,371,130,420,549,426,3524
2,Blue,413,531,425,178,347,113,396,530,405,3338
3,White,393,502,404,159,318,102,382,502,384,3146
4,Red,368,455,346,131,292,102,363,469,355,2881
5,Hdcp,6,12,2,16,8,18,10,4,14,­
