,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4D,4,3,4,4,3,5,36
1,青,370,582,420,358,209,387,397,185,490,3398
2,白,354,559,412,340,194,343,378,167,476,3223
3,赤,349,460,340,335,160,338,297,162,394,2835
4,Hdcp,13,1,7,15,5,17,3,11,9,­
