,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3,5,4,4,4,5,4D,3N,37
1,Back,504,211,536,486,410,329,578,384,201,3639
2,Reg.,483,172,507,471,389,313,543,363,168,3409
3,Hdcp,15,11,7,3,9,13,1,17,5,­
