,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,4,5D,4,3,5,4,36
1,B.TEE,448,400,186,395,581,407,171,565,393,3546
2,R.TEE,415,380,186,373,520,407,171,522,371,3345
3,F.TEE1,379,358,158,337,493,374,149,471,327,3046
4,F.TEE2,323,301,137,243,416,319,138,447,327,2651
5,L.TEE,281,301,137,243,416,319,138,407,280,2522
6,Hdcp,6,8,18,10,4,12,16,2,14,­
