,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,4,5,4,3N,4,5D,4,36
1,Back,386,191,425,511,370,207,445,522,383,3440
2,Regular,328,170,393,432,345,188,403,492,323,3074
3,Ladies,320,149,291,429,295,98,373,464,319,2738
4,Hdcp,9,17,5,11,3,15,1,7,13,­
