,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,4,3N,4,5D,3,4,36
1,Back,577,430,400,391,181,382,511,213,399,3484
2,Reg.,569,381,377,372,167,357,484,195,383,3285
3,Front,559,355,356,351,155,334,461,175,368,3114
4,Gold,465,238,356,330,138,212,410,150,273,2572
5,Ladies,465,238,307,266,138,212,410,115,273,2424
6,Silver,544,335,356,330,138,212,410,150,339,2814
7,Hdcp,11,1,5,3,15,9,17,13,7,­
