,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,5D,4,3N,5D,4,4,36
1,Back,430,410,162,501,395,218,524,435,373,3448
2,Reg.,395,395,148,476,379,189,511,397,340,3230
3,Front.,373,371,131,454,359,167,465,372,330,3022
4,Gold.,357,346,125,405,335,162,443,320,205,2698
5,Ladies.,328,302,125,349,330,127,430,320,205,2516
6,Pink.,328,302,125,349,280,127,351,293,205,2360
7,Hdcp,13,9,17,3,15,7,11,1,5,­
