,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,5,3,5D,4,3N,4,4,36
1,Blue,440,380,548,171,500,367,162,361,389,3318
2,White,424,363,535,153,485,348,143,331,370,3152
3,Green,391,340,518,144,471,326,140,316,359,3005
4,Red,302,337,390,100,366,195,130,296,305,2421
5,Hdcp,2,10,8,14,4,12,18,16,6,­
