,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,4,4,3,5D,3N,4,36
1,Back,592,406,389,388,345,163,577,182,387,3429
2,Reg.,569,387,374,377,345,146,551,156,373,3278
3,Front,544,367,349,359,321,146,529,139,360,3114
4,Gold,405,340,349,291,321,115,492,118,260,2691
5,Ladies,405,291,303,291,264,115,445,118,260,2492
6,Silver,514,340,349,342,321,129,492,139,332,2958
7,Hdcp,14,4,12,6,10,18,2,16,8,­
