,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4D,5,3,4,4,36
1,ブラック,423,569,177,356,415,544,182,402,432,3500
2,ブルー,409,545,163,356,375,531,170,402,407,3358
3,グリーン,392,516,147,341,346,506,153,382,357,3140
4,イエロー,361,491,127,312,322,454,120,310,311,2808
5,シルバー,361,462,110,221,320,452,119,308,309,2662
6,ピンク,264,362,108,196,164,359,107,245,225,2030
7,ホワイト,387,516,134,341,328,484,145,352,339,3026
8,レッド,329,377,108,220,202,403,118,259,255,2271
9,Hdcp,11,3,9,5,15,7,17,13,1,­
