,IN,10,11,12,13,14,15,16,17,18,計
0,Par,3,5,4,3N,5D,4,4,4,4,36
1,Back,147,556,348,178,503,371,331,365,407,3206
2,Regular,137,541,327,163,479,351,328,347,377,3050
3,Front,132,511,317,145,472,338,323,324,349,2911
4,Ladies,95,448,246,130,403,330,248,295,294,2489
5,Hdcp,16,2,4,14,8,18,10,6,12,­
