,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,4,4,5D,4,3,5,36
1,TOURNAMENT,378,448,189,433,412,539,445,225,596,3665
2,Back,350,412,154,407,388,522,429,164,574,3400
3,REGULAR,330,377,133,359,357,494,382,146,553,3131
4,LADIES,330,311,112,283,335,441,342,125,481,2760
5,SENIOR,330,311,112,283,335,441,342,125,481,2760
6,Hdcp,18,2,16,8,14,12,6,10,4,­
