,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3,4,4,3N,4D,4,4,5,36
1,Back,531,176,413,348,147,434,369,324,501,3243
2,Regular,506,170,388,316,129,379,329,292,477,2986
3,Front,485,160,378,309,125,370,284,286,473,2870
4,Ladies,429,142,230,309,125,311,284,286,410,2526
5,Hdcp,7,11,3,15,17,1,9,13,5,­
