,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,36
1,Back,495.0,334.0,182.0,333.0,378.0,413.0,165.0,551.0,305.0,3156
2,FRONT,479.0,303.0,156.0,302.0,315.0,384.0,140.0,523.0,278.0,2880
3,Ladies,426.0,267.0,139.0,301.0,310.0,355.0,133.0,406.0,274.0,2611
4,Hdcp,,,,,,,,,,­
