,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3N,4,4,5,3,4D,4,4,36
1,フルバック,525,180,340,355,505,235,430,365,410,3345
2,レギュラー,510,170,325,355,490,210,415,350,385,3210
3,フロント,510,160,325,340,490,190,390,350,370,3125
4,ゴールド,495,160,270,340,460,175,350,295,265,2810
5,レディース,470,160,270,310,420,175,285,250,245,2585
6,Hdcp,12,6,2,8,16,18,10,14,4,­
