,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,4,4,3N,4,3,5D,36
1,Back,537,346,350,432,426,172,420,212,545,3440
2,Reg.,518,323,329,396,413,152,395,187,510,3223
3,Front.,495,306,308,373,371,133,370,167,491,3014
4,Gold,475,287,288,351,352,115,347,132,458,2805
5,Red,475,287,288,291,298,115,317,132,400,2603
6,Hdcp,3,15,11,1,9,17,7,13,5,­
