,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3N,4,4,5D,4,4,4,3,36
1,Back,520,147,402,330,499,367,392,400,226,3283
2,Front,479,123,380,303,480,310,320,357,179,2931
3,Lady's,413,104,275,278,427,293,289,290,161,2530
4,Hdcp,9,17,1,13,11,5,15,3,7,­
