,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4D,3,4,4,3N,5,4,4,36
1,フルバック,540,430,185,470,430,175,520,370,365,3485
2,レギュラー,520,420,160,390,390,155,505,345,355,3240
3,フロント,520,410,160,375,370,155,505,345,355,3195
4,ゴールド,500,365,145,355,335,140,460,270,290,2860
5,レディース,460,340,145,300,270,140,435,270,290,2650
6,Hdcp,13,3,15,1,5,17,9,7,11,­
