,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,4,4,4,3N,5D,36
1,Back,555,354,195,371,430,344,314,168,476,3207
2,REGULAR,534,332,172,340,408,321,280,147,454,2988
3,LADIES,518,315,153,329,384,298,248,127,432,2804
4,Hdcp,3,11,9,7,1,17,13,15,5,­
