,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aulangon Golfklubi - Eversti,White,M,72,74.0,99.2,136,37.1  /  144,36.9  /  127
,Yellow,M,72,71.7,96.1,131,36.1  /  140,35.6  /  122
,Blue,M,72,70.0,93.7,128,35.2  /  137,34.8  /  118
,Red,M,72,67.3,89.9,122,33.7  /  130,33.6  /  113
,Easy,M,72,62.6,83.5,113,31.5  /  122,31.1  /  103
,Yellow,F,72,77.5,110.2,138,39.1  /  143,38.4  /  133
,Blue,F,72,75.4,107.0,134,38.1  /  138,37.3  /  130
,Red,F,72,72.1,102.0,127,36.2  /  131,35.9  /  123
,Easy,F,72,66.4,93.4,115,33.7  /  120,32.7  /  109
Aulangon Golfklubi - Hugo,Yellow,M,68,67.0,90.6,126,33.5  /  126,33.5  /  126
,Red,M,68,64.0,86.4,120,32.0  /  120,32.0  /  120
,Tammi,M,62,57.8,77.8,108,28.9  /  108,28.9  /  108
,Yellow,F,68,71.6,101.4,127,35.8  /  127,35.8  /  127
,Red,F,68,67.9,95.8,119,34.0  /  119,33.9  /  119
,Tammi,F,62,60.3,84.8,103,30.2  /  103,30.1  /  103
Golf Pirkkala,White,M,72,72.8,97.9,135,34.2  /  129,38.6  /  141
,Yellow,M,72,70.9,95.3,131,33.2  /  125,37.7  /  137
,Blue,M,72,69.1,92.8,127,32.7  /  122,36.4  /  132
,Red,M,72,67.3,90.1,123,31.8  /  118,35.5  /  127
,Easy,M,72,64.9,86.8,118,31.2  /  115,33.7  /  121
,Yellow,F,72,76.6,109.0,137,35.7  /  127,40.9  /  147
,Blue,F,72,74.5,105.8,133,35.0  /  125,39.5  /  141
,Red,F,72,72.2,102.3,128,33.9  /  120,38.3  /  136
,Easy,F,72,68.5,96.7,120,32.4  /  114,36.1  /  126
Golf-Virrat,Yellow,M,68,66.4,89.6,125,33.2  /  125,33.2  /  125
,Red,M,68,63.0,85.0,118,31.5  /  118,31.5  /  118
,Orange,M,68,57.8,77.8,108,28.9  /  108,28.9  /  108
,Yellow,F,68,71.0,101.0,128,35.5  /  128,35.5  /  128
,Red,F,68,66.8,94.8,119,33.4  /  119,33.4  /  119
,Orange,F,68,60.5,85.5,106,30.3  /  106,30.2  /  106
Hartolan Golfklubi,White,M,72,72.5,97.9,136,36.5  /  144,36.0  /  128
,Yellow,M,72,71.1,95.8,133,35.8  /  141,35.3  /  125
,Blue,M,72,69.0,92.9,129,34.3  /  135,34.7  /  123
,Red,M,72,67.2,90.5,125,33.8  /  131,33.4  /  119
,Orange,M,72,62.0,82.2,108,31.1  /  111,30.9  /  105
,Yellow,F,72,77.1,109.4,137,38.8  /  141,38.3  /  133
,Blue,F,72,74.5,105.6,132,37.0  /  132,37.5  /  131
,Red,F,72,72.3,102.2,127,36.2  /  129,36.1  /  125
,Orange,F,72,65.7,90.9,107,32.9  /  109,32.8  /  105
Hattula Golf,White,M,72,73.7,99.0,136,36.9  /  136,36.8  /  136
,Yellow,M,72,70.6,94.6,130,35.3  /  130,35.3  /  130
,Red,M,72,66.8,89.4,122,33.4  /  122,33.4  /  122
,Yellow,F,72,75.7,108.4,139,37.9  /  139,37.8  /  139
,Red,F,72,71.0,101.4,129,35.5  /  129,35.5  /  129
Hiisi-Golf,Yellow,M,70,69.8,91.4,117,34.9  /  117,34.9  /  117
,Red,M,70,65.3,85.2,108,32.7  /  108,32.6  /  108
,Yellow,F,70,74.9,104.0,124,37.5  /  124,37.4  /  124
,Red,F,70,69.3,95.6,112,34.7  /  112,34.6  /  112
Himos-Patalahti Golf,White,M,72,72.2,97.8,138,35.4  /  139,36.8  /  137
,Yellow,M,72,70.9,96.0,136,34.6  /  137,36.3  /  134
,Blue,M,72,66.4,89.9,127,32.5  /  128,33.9  /  125
,Red,M,72,65.3,88.3,124,31.9  /  125,33.4  /  123
,Yellow,F,72,75.2,107.9,139,37.0  /  133,38.2  /  144
,Blue,F,72,69.8,99.7,127,34.4  /  122,35.4  /  131
,Red,F,72,68.4,97.6,124,33.5  /  118,34.9  /  130
Jyväs-Golf,White,M,70,71.4,96.2,133,35.7  /  133,35.7  /  133
,Yellow,M,70,69.5,93.4,129,34.8  /  129,34.7  /  129
,Red,M,70,66.8,89.8,124,33.4  /  124,33.4  /  124
,Yellow,F,70,75.1,105.3,128,37.6  /  128,37.5  /  128
,Red,F,70,71.8,100.4,121,35.9  /  121,35.9  /  121
KäkiGolf,Yellow,M,63,63.1,81.7,100,31.3  /  98,31.8  /  102
,Red,M,63,61.5,79.7,98,30.5  /  96,31.0  /  100
,Yellow,F,63,65.2,89.1,102,32.0  /  101,33.2  /  102
,Red,F,63,62.9,85.7,97,31.0  /  97,31.9  /  97
Kanavagolf Vääksy,White / 61,M,72,72.8,98.0,136,36.7  /  136,36.1  /  136
,Yellow / 56,M,72,70.8,95.5,132,35.6  /  130,35.2  /  134
,Blue / 52,M,72,69.4,93.3,129,34.6  /  126,34.8  /  131
,Red / 46,M,72,66.9,89.9,124,33.4  /  122,33.5  /  126
,Easy,M,71,61.6,82.7,114,30.8  /  111,30.8  /  116
,Yellow / 56,F,72,76.3,109.7,142,38.4  /  137,37.9  /  146
,Blue / 52,F,72,74.6,107.2,138,37.2  /  132,37.4  /  144
,Red / 46,F,72,71.6,102.7,132,35.8  /  126,35.8  /  137
,Easy,F,72,65.1,92.9,118,32.6  /  114,32.5  /  122
Kytäjä Golf - NW,White / 65,M,73,75.2,101.3,140,37.0  /  140,38.2  /  140
,Mestikset 2020,M,72,72.8,97.2,131,36.0  /  129,36.8  /  133
,Yellow / 60,M,72,72.6,97.7,135,35.8  /  135,36.8  /  135
,Blue / 55,M,72,70.3,94.6,131,34.7  /  130,35.6  /  131
,Red / 48,M,72,66.8,89.9,124,33.3  /  124,33.5  /  124
,Junior,M,72,61.3,82.3,112,30.5  /  113,30.8  /  111
,Yellow / 60,F,72,78.9,112.1,141,38.8  /  136,40.1  /  146
,Blue / 55,F,72,76.1,107.9,135,37.5  /  130,38.6  /  140
,Red / 48,F,72,71.9,101.6,126,35.8  /  123,36.1  /  129
,Junior,F,72,62.7,87.8,106,31.2  /  102,31.5  /  110
Kytäjä Golf - SE,White / 64,M,71,75.0,100.3,137,37.0  /  135,38.0  /  138
,Yellow / 59,M,71,72.9,97.4,132,36.0  /  130,36.9  /  133
,Blue / 55,M,71,70.9,94.6,128,35.0  /  127,35.9  /  128
,Red / 49,M,71,67.7,90.2,121,33.5  /  121,34.2  /  121
,Yellow / 59,F,71,78.7,112.3,143,38.7  /  138,40.0  /  147
,Blue / 55,F,71,76.3,108.9,138,37.7  /  135,38.6  /  141
,Red / 49,F,71,72.4,103.0,129,35.9  /  126,36.5  /  132
Lahden Golf - Kisälli,Yellow,M,64,62.9,82.7,107,31.5  /  107,31.4  /  107
,Red,M,64,58.8,77.2,99,29.4  /  99,29.4  /  99
,Yellow,F,64,66.5,91.9,108,33.3  /  108,33.2  /  108
,Red,F,64,61.5,84.6,98,30.8  /  98,30.7  /  98
Lahden Golf - Mestari,White / 58,M,72,72.7,97.8,135,35.4  /  129,37.3  /  141
,Yellow / 55,M,72,70.9,95.3,131,34.5  /  125,36.4  /  137
,Blue / 51,M,72,69.1,92.8,128,33.5  /  122,35.6  /  133
,Red / 46,M,72,66.5,89.2,122,32.2  /  115,34.3  /  129
,Yellow / 55,F,72,76.0,109.2,140,36.9  /  132,39.1  /  148
,Blue / 51,F,72,73.9,106.0,136,35.8  /  127,38.1  /  145
,Red / 46,F,72,70.7,101.1,129,33.9  /  120,36.8  /  138
Lahden Golf - Mestari 10-18,White / 58,M,74,74.5,100.8,141,37.3  /  141,37.2  /  141
,Yellow / 55,M,74,72.8,98.4,137,36.4  /  137,36.4  /  137
,Blue / 51,M,74,71.2,96.2,134,35.6  /  134,35.6  /  134
,Red / 46,M,74,69.1,93.2,130,34.6  /  130,34.5  /  130
,Yellow / 55,F,74,78.2,113.4,149,39.1  /  149,39.1  /  149
,Blue / 51,F,74,76.2,110.4,145,38.1  /  145,38.1  /  145
,Red / 46,F,74,73.5,106.4,139,36.8  /  139,36.7  /  139
Lahden Golf - Mestari 1-9,White / 58,M,70,70.8,94.8,129,35.4  /  129,35.4  /  129
,Yellow / 55,M,70,68.9,92.2,125,34.5  /  125,34.4  /  125
,Blue / 51,M,70,67.0,89.4,121,33.5  /  121,33.5  /  121
,Red / 46,M,70,64.0,85.4,115,32.0  /  115,32.0  /  115
,Yellow / 55,F,70,73.8,105.0,132,36.9  /  132,36.9  /  132
,Blue / 51,F,70,71.5,101.6,127,35.8  /  127,35.7  /  127
,Red / 46,F,70,67.8,95.8,119,33.9  /  119,33.9  /  119
Lakeside Golf Vammala - Järvenranta,White,M,71,70.6,95.4,134,34.9  /  129,35.7  /  138
,Yellow,M,71,69.5,93.9,132,34.2  /  127,35.3  /  136
,Blue,M,71,67.0,90.5,127,32.9  /  122,34.1  /  131
,Red,M,71,64.6,87.2,122,32.0  /  117,32.6  /  126
,Orange,M,71,59.6,80.4,112,29.3  /  103,30.3  /  121
,Yellow,F,71,74.9,106.6,135,36.8  /  134,38.1  /  135
,Blue,F,71,71.9,102.1,128,35.2  /  127,36.7  /  129
,Red,F,71,68.9,97.7,122,34.0  /  123,34.9  /  121
,Orange,F,71,62.9,88.8,109,29.8  /  106,33.1  /  112
Lakeside Golf Vammala - Pirunpelto,White,M,72,73.4,97.7,131,36.6  /  133,36.8  /  128
,Yellow,M,72,71.9,95.7,128,35.7  /  130,36.2  /  126
,Blue,M,72,69.9,93.0,124,34.8  /  126,35.1  /  122
,Red,M,72,67.7,90.0,119,33.8  /  122,33.9  /  116
