,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Ähtärin Golf,Yellow,M,71,68.7,91.4,122,34.7  /  129,34.0  /  115
,Red,M,71,65.6,87.2,116,33.1  /  123,32.5  /  109
,Yellow,F,71,73.9,104.6,130,37.5  /  134,36.4  /  126
,Red,F,71,70.1,99.0,123,35.5  /  126,34.6  /  119
Botnia Golf,White,M,72,73.8,98.3,132,37.4  /  136,36.4  /  128
,Yellow,M,72,71.3,95.0,127,35.9  /  130,35.4  /  124
,Blue,M,72,68.2,90.6,121,34.5  /  124,33.7  /  117
,Red,M,72,67.4,89.4,118,34.0  /  121,33.4  /  115
,Orange,M,72,62.7,83.0,109,31.3  /  110,31.4  /  108
,Yellow,F,72,77.5,110.4,139,39.2  /  142,38.3  /  136
,Blue,F,72,73.7,104.6,131,37.4  /  136,36.3  /  126
,Red,F,72,72.6,103.1,129,36.8  /  132,35.8  /  126
,Orange,F,72,65.6,92.5,114,32.8  /  116,32.8  /  112
Etelä-Pohjanmaan Golf,White / 61,M,72,73.5,99.4,140,37.1  /  144,36.4  /  135
,Yellow / 58,M,72,71.6,96.9,136,36.0  /  139,35.6  /  133
,Blue / 53,M,72,69.4,93.9,132,34.7  /  136,34.7  /  128
,Red / 47,M,72,66.1,89.3,125,33.5  /  129,32.6  /  121
,Short / 35,M,72,60.4,81.6,114,30.2  /  117,30.2  /  111
,Yellow / 58,F,73,77.4,110.7,141,38.7  /  145,38.7  /  137
,Blue / 53,F,72,74.6,106.5,135,37.2  /  138,37.4  /  132
,Red / 47,F,72,70.7,100.7,127,35.6  /  132,35.1  /  122
,Short / 35,F,72,63.7,90.2,112,31.7  /  115,32.0  /  109
Härmä Golf & Academy,White,M,72,72.8,97.6,133,36.4  /  133,36.4  /  133
,Yellow,M,72,70.3,94.2,128,35.2  /  128,35.1  /  128
,Blue,M,72,68.0,91.0,124,34.0  /  124,34.0  /  124
,Red,M,72,65.6,87.8,119,32.8  /  119,32.8  /  119
,Yellow,F,72,76.6,108.2,134,38.3  /  134,38.3  /  134
,Blue,F,72,73.8,104.2,128,36.9  /  128,36.9  /  128
,Red,F,72,70.9,99.8,122,35.5  /  122,35.4  /  122
Jakobstads Golf - Pietarsaaren Golf,White / 58,M,72,71.8,96.0,130,36.1  /  130,35.7  /  130
,Yellow / 55,M,72,70.3,93.8,127,35.3  /  127,35.0  /  126
,Blue / 54,M,72,69.9,93.2,126,35.1  /  125,34.8  /  126
,Red / 47,M,72,66.2,88.1,118,33.2  /  117,33.0  /  118
,Yellow / 55,F,72,75.4,107.3,136,37.9  /  137,37.5  /  134
,Blue / 54,F,72,74.9,106.6,134,37.6  /  135,37.3  /  133
,Red / 47,F,72,70.4,99.8,125,35.3  /  126,35.1  /  124
Järviseudun Golfseura,White,M,72,72.5,99.1,141,40.0  /  155,32.5  /  126
,Yellow,M,72,71.2,96.8,138,38.7  /  155,32.5  /  121
,Blue,M,72,69.1,93.9,133,37.1  /  148,32.0  /  118
,Red,M,72,67.1,91.2,130,35.6  /  142,31.5  /  117
,Easy,M,72,62.8,85.2,121,31.9  /  127,30.9  /  114
,Yellow,F,72,76.6,108.2,134,41.9  /  152,34.7  /  116
,Blue,F,72,73.7,103.8,128,39.9  /  143,33.8  /  112
,Red,F,72,70.9,99.7,122,38.1  /  135,32.8  /  109
,Easy,F,72,64.6,90.2,109,32.9  /  113,31.7  /  104
Järviseudun Golfseura - Harjoituskenttä,Yellow,M,60,58.4,76.0,95,29.2  /  95,29.2  /  95
,Red,M,60,57.2,74.4,93,28.6  /  93,28.6  /  93
,Yellow,F,60,58.9,80.9,93,29.5  /  93,29.4  /  93
,Red,F,60,57.3,78.5,90,28.7  /  90,28.6  /  90
Kokkolan Golf,White,M,72,73.0,97.3,130,36.5  /  128,36.5  /  132
,Yellow,M,72,71.2,94.7,127,35.4  /  124,35.8  /  129
,Blue,M,72,69.3,92.1,123,34.7  /  122,34.6  /  124
,Red,M,72,67.3,89.3,119,33.8  /  118,33.5  /  119
,Gold,M,72,61.7,81.6,107,30.9  /  105,30.8  /  109
,Yellow,F,72,77.0,109.3,137,38.3  /  136,38.7  /  138
,Blue,F,72,74.7,105.8,132,37.5  /  132,37.2  /  131
,Red,F,72,72.1,102.0,127,36.3  /  127,35.8  /  126
,Gold,F,72,65.4,92.0,112,33.1  /  112,32.3  /  112
Kuortane Golf,Yellow,M,70,67.7,90.8,126,33.7  /  122,34.0  /  129
,Red,M,70,64.2,86.1,119,31.8  /  114,32.4  /  123
,Yellow,F,70,73.0,103.6,130,36.3  /  128,36.7  /  131
,Red,F,70,68.7,97.2,121,33.9  /  119,34.8  /  123
Nivalan Seudun Golf,White,M,72,72.1,96.9,134,36.1  /  141,36.0  /  126
,Yellow,M,72,70.7,95.0,131,35.4  /  138,35.3  /  124
,Blue,M,72,68.7,92.3,127,34.4  /  135,34.3  /  119
,Red,M,72,67.2,90.2,124,33.6  /  130,33.6  /  117
,Orange,M,72,61.1,81.9,112,30.6  /  119,30.5  /  104
,Yellow,F,72,76.8,109.1,137,38.6  /  141,38.2  /  133
,Blue,F,72,74.3,105.4,132,37.3  /  136,37.0  /  128
,Red,F,72,72.5,102.7,128,36.3  /  131,36.2  /  125
,Orange,F,72,65.0,91.4,112,32.7  /  115,32.3  /  109
Remson Golf Club,Yellow,M,72,71.4,95.4,129,35.7  /  129,35.7  /  129
,Red,M,72,67.3,89.6,121,33.7  /  120,33.6  /  121
,Yellow,F,72,77.6,109.4,135,38.8  /  135,38.8  /  135
,Red,F,72,72.6,101.8,124,36.3  /  124,36.3  /  124
Vaasan Golf - Blue,White,M,72,72.2,98.2,140,36.1  /  140,36.1  /  140
,Yellow,M,72,70.1,95.1,135,35.1  /  135,35.0  /  135
,Blue,M,72,68.1,92.4,131,34.1  /  131,34.0  /  131
,Red,M,72,66.2,89.8,127,33.1  /  127,33.1  /  127
,Yellow,F,72,76.2,107.2,132,38.1  /  132,38.1  /  132
,Blue,F,72,73.7,103.6,127,36.9  /  127,36.8  /  127
,Red,F,72,71.4,100.0,122,35.7  /  122,35.7  /  122
Vaasan Golf - Blue + White,White,M,72,71.9,97.5,138,36.1  /  140,35.8  /  136
,Yellow,M,72,70.2,95.0,134,35.1  /  135,35.1  /  132
,Blue,M,72,67.9,91.9,130,34.0  /  131,33.9  /  128
,Red,M,72,65.9,89.2,126,33.0  /  128,32.9  /  123
,Yellow,F,72,76.2,107.4,132,38.1  /  131,38.1  /  133
