,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Belconnen Magpies Golf Club,"20623, USGA, Blue, Men",M,72,72.0,96.0,129,36.6  /  133,35.4  /  125
,"20623, USGA, White, Men",M,72,69.6,91.6,118,35.2  /  117,34.4  /  119
,"20623, USGA, Red, Women",F,73,74.2,104.5,129,37.8  /  130,36.4  /  127
Capital Golf Club,"20604, USGA, Blue, Men",M,69,68.2,90.6,121,34.7  /  127,33.5  /  114
,"20604, USGA, Yellow, Men",M,69,67.5,89.7,120,34.3  /  124,33.2  /  115
,"20604, USGA, Red, Women",F,72,72.5,102.9,129,37.1  /  131,35.4  /  126
Fairbairn Golf Club,"20617, USGA, Blue, Men",M,70,69.3,90.7,115,34.9  /  114,34.4  /  116
,"20617, USGA, White, Men 2015",M,69,67.3,88.4,114,33.9  /  114,33.4  /  113
,"20617, USGA, Red, Women",F,70,70.9,99.5,121,35.9  /  127,35.0  /  115
Federal Golf Club,"20609, USGA, Black, Men",M,72,74.2,98.8,133,36.8  /  132,37.4  /  133
,"20609, USGA, Blue, Men",M,72,73.4,98.0,131,36.6  /  130,36.8  /  132
,"20609, USGA, White, Men",M,72,72.1,95.6,127,35.7  /  123,36.4  /  130
,"20609, USGA, Red, Women",F,73,75.4,107.4,136,37.6  /  134,37.8  /  137
Gold Creek Golf Club,"20610, USGA, Black, Men",M,72,74.8,99.3,132,36.8  /  130,38.0  /  133
,"20610, USGA, Blue, Men",M,72,73.2,97.4,130,35.9  /  130,37.3  /  130
,"20610, USGA, White, Men",M,72,71.9,95.6,128,35.2  /  128,36.7  /  127
,"20610, USGA, Red, Women",F,72,74.2,104.9,130,36.8  /  133,37.4  /  127
,"20610, USGA, Gold, Women",F,72,72.1,101.9,126,35.7  /  126,36.4  /  126
Queanbeyan Golf Club,"20616, USGA, Blue, Men",M,70,72.0,96.2,131,36.2  /  126,35.8  /  135
,"20616, USGA, Yellow, Men",M,70,70.5,94.3,129,35.6  /  121,34.9  /  136
,"20616, USGA, Red, Women",F,72,73.7,104.5,131,37.4  /  130,36.3  /  131
Royal Canberra GC - Brindabella,"20618, USGA, Blue, Men, Brindabella 2106",M,72,72.9,97.3,131,36.7  /  139,36.2  /  123
,"20618, USGA, White, Men, Brindabella 2016",M,72,71.0,94.6,127,35.6  /  133,35.4  /  121
,"20618, USGA, Red, Women, Brindabella, 2016",F,73,73.8,103.3,125,37.2  /  130,36.6  /  120
Royal Canberra GC - Westbourne,"20618, USGA, Blue, Men, West 2016",M,72,73.1,95.8,123,36.2  /  123,36.9  /  122
,"20618, USGA, White, Men, West",M,72,71.6,94.0,121,35.4  /  121,36.2  /  121
,"20618, USGA, Gold, Men, West, 2016",M,71,63.6,82.4,102,31.3  /  94,32.3  /  109
,"20618, USGA, Purple, Women, Westbourne",F,75,74.4,103.6,124,36.6  /  120,37.8  /  127
,"20618, USGA, Red, Women, West",F,74,74.0,102.8,122,36.6  /  120,37.4  /  124
,"20618, USGA, Gold, Women, West 2016",F,73,68.3,94.2,110,33.4  /  107,34.9  /  113
Royal Canberra GC - Yarralumla,"20618, USGA, Blue, Men, Yarralumla 2016",M,72,73.6,97.9,131,36.9  /  122,36.7  /  139
,"20618, USGA, White, Men, Yarra",M,72,71.8,95.4,127,36.2  /  121,35.6  /  133
,"20618, USGA, Purple, Women, Yarralumla",F,74,75.0,105.3,129,37.8  /  127,37.2  /  130
,"20618, USGA, Red, Women, Yarra",F,73,74.6,104.5,127,37.4  /  124,37.2  /  130
Yowani Golf Club,"20625, USGA, Blue, Men",M,72,74.0,97.9,132,37.0  /  127,37.0  /  136
,"20625, USGA, White, Men",M,72,73.1,97.2,130,36.5  /  128,36.6  /  131
,"20625, USGA, Gold, Men",M,72,71.5,95.8,128,35.8  /  128,35.7  /  128
,"20625, USGA, Red, Men",M,74,68.6,90.1,116,34.2  /  113,34.4  /  118
,"20625, USGA, Green, Men",M,70,62.3,80.9,101,31.2  /  108,31.1  /  93
,"20625, USGA, Red, Women",F,74,75.2,106.3,132,37.4  /  133,37.8  /  131
,"20625, USGA, Green, Women",F,70,66.0,91.2,107,33.4  /  103,32.6  /  110
