,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,4,4,5,4,5D,3N,36
1,B.T(黒),351,334,161,394,381,517,293,515,150,3096
2,R.T(紺),351,334,151,390,356,501,293,495,150,3021
3,F.T(白),312,296,151,377,294,485,282,495,135,2827
4,L.T1(金),293,270,142,370,289,443,262,450,124,2643
5,L.T２(赤),293,270,142,370,289,443,262,450,124,2643
6,P.T(ﾋﾟﾝｸ),195,205,142,225,179,254,262,317,124,1903
7,Hdcp,16,4,10,2,8,14,18,6,12,­
