,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3N,4,4,4,3,5D,4,36
1,B.T,345,504,220,355,441,352,160,560,435,3372
2,R.T,322,488,198,330,417,331,153,547,417,3203
3,F.T,322,469,170,330,391,331,130,536,389,3068
4,G.T,292,445,134,304,367,305,130,487,361,2825
5,L.T,292,393,134,304,297,305,106,438,304,2573
6,L.T60~,229,324,134,250,230,246,106,361,265,2145
7,Hdcp,16,12,10,14,2,8,18,4,6,­
