,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4,4,4D,3,5,36
1,Back,543,393,144,444,356,364,443,177,532,3396
2,Front,497,327,129,332,312,322,379,149,496,2943
3,Ladies,457,286,112,252,280,292,292,124,465,2560
4,Hdcp,3,9,15,1,7,13,5,17,11,­
