,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,5,3,4,4,3N,4D,36
1,Back,366,535,371,526,201,306,375,166,450,3296
2,Reg.,342,521,340,487,190,306,350,141,434,3111
3,Gold,326,500,340,468,164,300,332,113,360,2903
4,Ladies,308,415,297,420,164,300,332,113,290,2639
5,Pink,308,415,297,420,144,300,280,113,290,2567
6,Hdcp,15,3,5,7,13,11,9,17,1,­
