,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,5,4,4D,3,4,4,5,36
1,Back,290,154,521,341,449,178,307,387,480,3107
2,Reg.,287,139,504,321,405,146,292,338,467,2899
3,Ladies,282,122,488,318,355,125,287,286,403,2666
4,Gold,282,103,475,201,322,100,287,286,353,2409
5,Hdcp,11,9,15,3,1,7,17,13,5,­
