,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,3N,4,4,5D,3,5,36
1,Back,391,460,450,180,356,319,495,175,567,3393
2,Reg.,380,440,395,168,339,319,475,146,546,3208
3,Gold,360,415,380,138,339,290,455,146,526,3049
4,Ladies,360,358,380,117,299,290,455,146,446,2851
5,Pink,279,358,291,117,299,290,375,108,446,2563
6,Hdcp,6,4,2,18,12,14,10,16,8,­
