,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,5D,4,3N,4,4,3,4,36
1,Back,583,285,505,334,190,448,381,171,451,3348
2,Regular,560,271,505,314,190,424,369,164,424,3221
3,Front,556,257,475,299,165,402,350,149,393,3046
4,Ladies,450,257,408,265,131,362,295,134,330,2632
5,Hdcp,3,15,9,7,13,1,11,17,5,­
