,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3N,5,4D,4,4,4,3,4,36
1,B.T(黒),588,164,493,296,440,423,403,248,432,3487
2,R.T(紺),588,153,470,286,390,400,394,183,422,3286
3,F.T(白),553,153,453,286,390,387,376,178,413,3189
4,L.T1(金),535,148,435,268,313,318,280,155,315,2767
5,L.T２(赤),525,148,379,268,313,318,280,141,315,2687
6,P.T(ﾋﾟﾝｸ),303,148,286,268,303,213,240,107,255,2123
7,Hdcp,9,15,3,13,7,1,11,17,5,­
