,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3,4,4,3,4,4,5,36
1,Back,469,553,179,408,382,173,386,444,553,3547
2,Front,391,492,152,350,325,144,360,411,501,3126
3,Ladies,331,360,116,330,255,108,291,255,428,2474
4,Hdcp,4,10,16,8,2,14,18,12,6,­
