,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,5,3,4,4,4,5D,36
1,Back,416,204,443,535,178,367,439,354,540,3476
2,REGULAR,397,175,412,513,160,344,412,326,510,3249
3,FRONT,374,152,372,490,128,312,378,303,480,2989
4,GOLD,348,122,345,446,101,284,341,284,464,2735
5,LADIES,348,122,345,424,101,284,341,284,430,2679
6,Hdcp,8,12,2,6,16,10,4,18,14,­
