,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,5,4,3N,4,5D,4,36
1,Back T.,375,205,390,555,420,205,455,515,440,3560
2,Regular T.,365,185,370,534,400,182,438,489,422,3385
3,Ladies T.,265,148,335,417,289,143,335,410,330,2672
4,Hdcp,17,15,7,9,5,13,1,11,3,­
