,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,4,3,4,4,3N,5,36
1,Back,535,415,405,350,185,420,380,145,545,3380
2,Reg.,520,400,380,335,160,395,360,130,530,3210
3,Hdcp,9,1,11,15,13,3,7,17,5,­
