,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4D,4D,5,3,4,36
1,Back,404,492,207,371,373,442,558,145,414,3406
2,Reg.,391,467,183,353,353,429,491,131,389,3187
3,Hdcp,9,3,15,7,13,1,5,17,11,­
