,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,5,4,4D,3N,4,36
1,Back,510,381,204,395,590,390,410,185,405,3470
2,Reg.,490,350,190,340,560,330,375,150,370,3155
3,Gold,480,340,120,320,476,330,295,135,350,2846
4,Ladies,425,339,109,198,414,295,284,115,335,2514
5,Hdcp,11,13,15,7,1,9,3,17,5,­
