,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4D,4,4,3,5,36
1,Back,391,526,182,396,438,421,384,193,544,3475
2,REGULAR,372,505,162,372,398,402,341,172,531,3255
3,FRONT,345,475,139,354,375,379,334,152,504,3057
4,GOLD,312,453,120,336,346,352,316,127,476,2838
5,LADIES,312,453,120,336,298,352,304,127,440,2742
6,Hdcp,5,13,17,11,1,7,15,3,9,­
