,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4D,4,3N,4,3,5,4,36
1,バック,363,520,440,450,170,407,188,505,392,3435
2,フロント,322,492,378,410,144,385,131,471,371,3104
3,レディース,282,445,267,270,127,238,118,382,371,2500
4,Hdcp,13,9,3,1,17,7,15,5,11,­
