,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Golf Club d'Hulencourt - Le Vallon,Black,M,72,74.9,98.6,128,37.2  /  129,37.7  /  126
,Black 2-5 bis,M,72,74.7,98.2,127,37.0  /  127,37.7  /  126
,Black 11 bis,M,72,74.5,98.1,127,37.2  /  129,37.3  /  125
,Black 2-5-11 bis,M,72,74.3,97.7,126,37.0  /  127,37.3  /  125
,White,M,72,71.6,93.9,120,36.2  /  123,35.4  /  117
,White Male 11bis,M,72,71.4,93.6,120,36.2  /  123,35.2  /  116
,Yellow Male,M,72,69.5,91.9,121,35.0  /  119,34.5  /  122
,Yellow Male 11bis,M,72,69.3,91.6,120,35.0  /  119,34.3  /  121
,Blue Male,M,72,67.2,87.8,111,33.8  /  111,33.4  /  111
,Blue Male 11 bis,M,72,66.9,87.5,111,33.8  /  111,33.1  /  111
,Red Male,M,72,65.3,84.8,105,32.7  /  105,32.6  /  104
,Red Male 11 bis,M,72,65.1,84.3,103,32.7  /  105,32.4  /  101
,Yellow Female,F,72,75.7,105.1,125,38.0  /  126,37.7  /  124
,Yellow Female 11 bis,F,72,75.3,104.7,125,38.0  /  126,37.3  /  124
,Blue Female,F,72,72.2,100.3,119,36.3  /  122,35.9  /  116
,Blue Female 11 bis,F,72,72.0,99.9,118,36.3  /  122,35.7  /  114
,Red Female,F,72,69.9,97.1,115,35.1  /  116,34.8  /  114
,Red Female 11 bis,F,72,69.7,96.8,115,35.1  /  116,34.6  /  114
Royal Latem Golf Club - Main Course,White Male,M,72,70.1,93.3,125,34.6  /  125,35.5  /  125
,Blue Male,M,72,67.0,89.2,120,33.1  /  118,33.9  /  121
,Pink - Male,M,72,60.0,79.4,105,29.3  /  102,30.7  /  107
,White Female,F,72,75.9,108.5,139,37.5  /  136,38.4  /  141
,Blue Female,F,72,72.4,101.3,123,35.7  /  120,36.7  /  126
,Pink Female,F,72,61.9,85.4,100,29.9  /  94,32.0  /  105
