,IN,10,11,12,13,14,15,16,17,18,計
0,Par,3,3,4D,3,3,4,4,3N,4,31
1,Back,167,190,346,220,176,396,366,131,258,2250
2,FRONT,155,180,331,193,176,396,366,121,223,2141
3,Hdcp,15,11,3,9,13,1,5,17,7,­
