,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,3,4,4,3N,4,5,4,36
1,Champ,415,555,216,389,345,139,396,505,424,3384
2,Reg.,382,528,193,362,320,120,374,486,411,3176
3,Ladies,306,450,162,333,270,89,314,291,354,2569
4,Hdcp,9,5,3,11,13,17,15,7,1,­
