,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4D,4,3N,4,4,3,5,36
1,Blue,387,496,428,446,164,321,439,190,535,3406
2,Green,370,481,413,425,158,300,425,170,515,3257
3,White,365,470,405,401,148,295,414,165,484,3147
4,Orange,238,240,205,198,133,272,180,98,230,1794
5,Pink,238,412,311,292,133,272,322,112,444,2536
6,Red,360,412,311,292,133,291,322,112,444,2677
7,Yellow,360,456,367,368,140,291,322,112,444,2860
8,Hdcp,8,12,6,2,18,14,4,16,10,­
