,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5D,4,3N,5,3N,4,3,4,5D,36
1,BACK,497,366,165,500,158,354,181,394,560,3175
2,REGU,467,351,151,458,143,344,165,390,547,3016
3,FRONT,442,351,151,433,123,306,138,384,494,2822
4,LADIES,391,308,104,410,95,306,138,299,468,2519
5,Hdcp,13,9,17,3,11,15,5,7,1,­
